num_words,word_size,words_per_row,area,process,voltage,temperature,slew,load,fall_delay
32,2,2,642,SS,1.0,25,0.005,0.052275,0.29886
32,2,2,642,SS,1.0,25,0.005,0.2091,0.30074
32,2,2,642,SS,1.0,25,0.005,0.8364,0.30826
32,2,2,642,SS,1.0,25,0.04,0.052275,0.30518
32,2,2,642,SS,1.0,25,0.04,0.2091,0.30701
32,2,2,642,SS,1.0,25,0.04,0.8364,0.3144
32,2,2,642,TT,1.0,25,0.00125,0.052275,0.26469
32,2,2,642,TT,1.0,25,0.00125,0.2091,0.26608
32,2,2,642,TT,1.0,25,0.00125,0.8364,0.27228
32,2,2,642,TT,1.0,25,0.005,0.052275,0.26508
32,2,2,642,TT,1.0,25,0.005,0.2091,0.26661
32,2,2,642,TT,1.0,25,0.005,0.8364,0.27302
32,2,2,642,TT,1.0,25,0.04,0.052275,0.27074
32,2,2,642,TT,1.0,25,0.04,0.2091,0.27229
32,2,2,642,TT,1.0,25,0.04,0.8364,0.27856000000000003
16,2,1,545,FF,1.0,25,0.00125,0.052275,0.20774
16,2,1,545,FF,1.0,25,0.00125,0.2091,0.20883
16,2,1,545,FF,1.0,25,0.00125,0.8364,0.21308
16,2,1,545,FF,1.0,25,0.005,0.052275,0.20826
16,2,1,545,FF,1.0,25,0.005,0.2091,0.20935
16,2,1,545,FF,1.0,25,0.005,0.8364,0.21361
16,2,1,545,FF,1.0,25,0.04,0.052275,0.21305000000000002
16,2,1,545,FF,1.0,25,0.04,0.2091,0.21434999999999998
16,2,1,545,FF,1.0,25,0.04,0.8364,0.21861999999999998
16,2,1,545,SS,1.0,25,0.00125,0.052275,0.25171
16,2,1,545,SS,1.0,25,0.00125,0.2091,0.25345
16,2,1,545,SS,1.0,25,0.00125,0.8364,0.25919000000000003
16,2,1,545,SS,1.0,25,0.005,0.052275,0.25259
16,2,1,545,SS,1.0,25,0.005,0.2091,0.25406
16,2,1,545,SS,1.0,25,0.005,0.8364,0.26003
16,2,1,545,SS,1.0,25,0.04,0.052275,0.2589
16,2,1,545,SS,1.0,25,0.04,0.2091,0.26036000000000004
16,2,1,545,SS,1.0,25,0.04,0.8364,0.26641000000000004
16,2,1,545,TT,1.0,25,0.00125,0.052275,0.22749999999999998
16,2,1,545,TT,1.0,25,0.00125,0.2091,0.22874
16,2,1,545,TT,1.0,25,0.00125,0.8364,0.23365000000000002
16,2,1,545,TT,1.0,25,0.005,0.052275,0.22791
16,2,1,545,TT,1.0,25,0.005,0.2091,0.22928
16,2,1,545,TT,1.0,25,0.005,0.8364,0.23424
16,2,1,545,TT,1.0,25,0.04,0.052275,0.23372999999999997
16,2,1,545,TT,1.0,25,0.04,0.2091,0.23488000000000003
16,2,1,545,TT,1.0,25,0.04,0.8364,0.23993000000000003
16,3,1,577,FF,1.0,25,0.00125,0.052275,0.2099
16,3,1,577,FF,1.0,25,0.00125,0.2091,0.21104
16,3,1,577,FF,1.0,25,0.00125,0.8364,0.21528
16,3,1,577,FF,1.0,25,0.005,0.052275,0.21069
16,3,1,577,FF,1.0,25,0.005,0.2091,0.21178
16,3,1,577,FF,1.0,25,0.005,0.8364,0.21605
16,3,1,577,FF,1.0,25,0.04,0.052275,0.21550999999999998
16,3,1,577,FF,1.0,25,0.04,0.2091,0.21662
16,3,1,577,FF,1.0,25,0.04,0.8364,0.22065
16,3,1,577,SS,1.0,25,0.00125,0.052275,0.25471
16,3,1,577,SS,1.0,25,0.00125,0.2091,0.25597
16,3,1,577,SS,1.0,25,0.00125,0.8364,0.2622
16,3,1,577,SS,1.0,25,0.005,0.052275,0.25558000000000003
16,3,1,577,SS,1.0,25,0.005,0.2091,0.25673
16,3,1,577,SS,1.0,25,0.005,0.8364,0.26284
16,3,1,577,SS,1.0,25,0.04,0.052275,0.26176
16,3,1,577,SS,1.0,25,0.04,0.2091,0.26276
16,3,1,577,SS,1.0,25,0.04,0.8364,0.26884
16,3,1,577,TT,1.0,25,0.00125,0.052275,0.2299
16,3,1,577,TT,1.0,25,0.00125,0.2091,0.2311
16,3,1,577,TT,1.0,25,0.00125,0.8364,0.23639
16,3,1,577,TT,1.0,25,0.005,0.052275,0.23051
16,3,1,577,TT,1.0,25,0.005,0.2091,0.23177999999999999
16,3,1,577,TT,1.0,25,0.005,0.8364,0.23668
16,3,1,577,TT,1.0,25,0.04,0.052275,0.23592
16,3,1,577,TT,1.0,25,0.04,0.2091,0.23736999999999997
16,3,1,577,TT,1.0,25,0.04,0.8364,0.24238999999999997
32,3,2,701,FF,1.0,25,0.00125,0.052275,0.24361999999999998
32,3,2,701,FF,1.0,25,0.00125,0.2091,0.24481
32,3,2,701,FF,1.0,25,0.00125,0.8364,0.25027
32,3,2,701,FF,1.0,25,0.005,0.052275,0.24414
32,3,2,701,FF,1.0,25,0.005,0.2091,0.24541
32,3,2,701,FF,1.0,25,0.005,0.8364,0.25079
32,3,2,701,FF,1.0,25,0.04,0.052275,0.24897000000000002
32,3,2,701,FF,1.0,25,0.04,0.2091,0.25027
32,3,2,701,FF,1.0,25,0.04,0.8364,0.25566
32,3,2,701,SS,1.0,25,0.00125,0.052275,0.30235
32,3,2,701,SS,1.0,25,0.00125,0.2091,0.30436
32,3,2,701,SS,1.0,25,0.00125,0.8364,0.31167
32,3,2,701,SS,1.0,25,0.005,0.052275,0.30313
32,3,2,701,SS,1.0,25,0.005,0.2091,0.30508
32,3,2,701,SS,1.0,25,0.005,0.8364,0.31239
32,3,2,701,SS,1.0,25,0.04,0.052275,0.30959000000000003
32,3,2,701,SS,1.0,25,0.04,0.2091,0.31098
32,3,2,701,SS,1.0,25,0.04,0.8364,0.31853
32,3,2,701,TT,1.0,25,0.00125,0.052275,0.26874
32,3,2,701,TT,1.0,25,0.00125,0.2091,0.27017
32,3,2,701,TT,1.0,25,0.00125,0.8364,0.27657
32,3,2,701,TT,1.0,25,0.005,0.052275,0.26937
32,3,2,701,TT,1.0,25,0.005,0.2091,0.27088
32,3,2,701,TT,1.0,25,0.005,0.8364,0.27708
32,3,2,701,TT,1.0,25,0.04,0.052275,0.2749
32,3,2,701,TT,1.0,25,0.04,0.2091,0.27648
32,3,2,701,TT,1.0,25,0.04,0.8364,0.28285
16,1,1,512,FF,1.0,25,0.00125,0.052275,0.21178
16,1,1,512,FF,1.0,25,0.00125,0.2091,0.21289
16,1,1,512,FF,1.0,25,0.00125,0.8364,0.21739999999999998
16,1,1,512,FF,1.0,25,0.005,0.052275,0.21234
16,1,1,512,FF,1.0,25,0.005,0.2091,0.21344
16,1,1,512,FF,1.0,25,0.005,0.8364,0.21807
16,1,1,512,FF,1.0,25,0.04,0.052275,0.21609
16,1,1,512,FF,1.0,25,0.04,0.2091,0.21733
16,1,1,512,FF,1.0,25,0.04,0.8364,0.22167
16,1,1,512,SS,1.0,25,0.00125,0.052275,0.25711999999999996
16,1,1,512,SS,1.0,25,0.00125,0.2091,0.25864
16,1,1,512,SS,1.0,25,0.00125,0.8364,0.26446
16,1,1,512,SS,1.0,25,0.005,0.052275,0.25783
16,1,1,512,SS,1.0,25,0.005,0.2091,0.25905999999999996
16,1,1,512,SS,1.0,25,0.005,0.8364,0.26514
16,1,1,512,SS,1.0,25,0.04,0.052275,0.26306
16,1,1,512,SS,1.0,25,0.04,0.2091,0.26462
16,1,1,512,SS,1.0,25,0.04,0.8364,0.27044999999999997
16,1,1,512,TT,1.0,25,0.00125,0.052275,0.23172
16,1,1,512,TT,1.0,25,0.00125,0.2091,0.23336
16,1,1,512,TT,1.0,25,0.00125,0.8364,0.23824
16,1,1,512,TT,1.0,25,0.005,0.052275,0.23241
16,1,1,512,TT,1.0,25,0.005,0.2091,0.23397
16,1,1,512,TT,1.0,25,0.005,0.8364,0.23889
16,1,1,512,TT,1.0,25,0.04,0.052275,0.23715
16,1,1,512,TT,1.0,25,0.04,0.2091,0.2385
16,1,1,512,TT,1.0,25,0.04,0.8364,0.24325000000000002
