num_words,word_size,words_per_row,area,process,voltage,temperature,slew,load,rise_slew
32,2,2,642,SS,1.0,25,0.005,0.2091,0.27366
32,2,2,642,SS,1.0,25,0.005,0.8364,0.27528
32,2,2,642,SS,1.0,25,0.04,0.052275,0.27339
32,2,2,642,SS,1.0,25,0.04,0.2091,0.27398
32,2,2,642,SS,1.0,25,0.04,0.8364,0.2752
32,2,2,642,TT,1.0,25,0.00125,0.052275,0.24745999999999999
32,2,2,642,TT,1.0,25,0.00125,0.2091,0.24766999999999997
32,2,2,642,TT,1.0,25,0.00125,0.8364,0.24877000000000002
32,2,2,642,TT,1.0,25,0.005,0.052275,0.24738
32,2,2,642,TT,1.0,25,0.005,0.2091,0.24769
32,2,2,642,TT,1.0,25,0.005,0.8364,0.24877000000000002
32,2,2,642,TT,1.0,25,0.04,0.052275,0.24742
32,2,2,642,TT,1.0,25,0.04,0.2091,0.24786999999999998
32,2,2,642,TT,1.0,25,0.04,0.8364,0.24909
16,2,1,545,FF,1.0,25,0.00125,0.052275,0.24514999999999998
16,2,1,545,FF,1.0,25,0.00125,0.2091,0.24546
16,2,1,545,FF,1.0,25,0.00125,0.8364,0.24648
16,2,1,545,FF,1.0,25,0.005,0.052275,0.24517999999999998
16,2,1,545,FF,1.0,25,0.005,0.2091,0.24543
16,2,1,545,FF,1.0,25,0.005,0.8364,0.24646999999999997
16,2,1,545,FF,1.0,25,0.04,0.052275,0.24536000000000002
16,2,1,545,FF,1.0,25,0.04,0.2091,0.24561
16,2,1,545,FF,1.0,25,0.04,0.8364,0.24656000000000003
16,2,1,545,SS,1.0,25,0.00125,0.052275,0.29841
16,2,1,545,SS,1.0,25,0.00125,0.2091,0.29889
16,2,1,545,SS,1.0,25,0.00125,0.8364,0.29997999999999997
16,2,1,545,SS,1.0,25,0.005,0.052275,0.29843000000000003
16,2,1,545,SS,1.0,25,0.005,0.2091,0.2987
16,2,1,545,SS,1.0,25,0.005,0.8364,0.30012999999999995
16,2,1,545,SS,1.0,25,0.04,0.052275,0.29830999999999996
16,2,1,545,SS,1.0,25,0.04,0.2091,0.29874
16,2,1,545,SS,1.0,25,0.04,0.8364,0.30011
16,2,1,545,TT,1.0,25,0.00125,0.052275,0.26954
16,2,1,545,TT,1.0,25,0.00125,0.2091,0.26983
16,2,1,545,TT,1.0,25,0.00125,0.8364,0.27093
16,2,1,545,TT,1.0,25,0.005,0.052275,0.26944999999999997
16,2,1,545,TT,1.0,25,0.005,0.2091,0.26990000000000003
16,2,1,545,TT,1.0,25,0.005,0.8364,0.27093
16,2,1,545,TT,1.0,25,0.04,0.052275,0.26973
16,2,1,545,TT,1.0,25,0.04,0.2091,0.26999
16,2,1,545,TT,1.0,25,0.04,0.8364,0.27142
16,3,1,577,FF,1.0,25,0.00125,0.052275,0.24907999999999997
16,3,1,577,FF,1.0,25,0.00125,0.2091,0.24947000000000003
16,3,1,577,FF,1.0,25,0.00125,0.8364,0.25053000000000003
16,3,1,577,FF,1.0,25,0.005,0.052275,0.24922999999999998
16,3,1,577,FF,1.0,25,0.005,0.2091,0.24939
16,3,1,577,FF,1.0,25,0.005,0.8364,0.2505
16,3,1,577,FF,1.0,25,0.04,0.052275,0.24939
16,3,1,577,FF,1.0,25,0.04,0.2091,0.24963999999999997
16,3,1,577,FF,1.0,25,0.04,0.8364,0.25067
16,3,1,577,SS,1.0,25,0.00125,0.052275,0.30352999999999997
16,3,1,577,SS,1.0,25,0.00125,0.2091,0.30381
16,3,1,577,SS,1.0,25,0.00125,0.8364,0.30519999999999997
16,3,1,577,SS,1.0,25,0.005,0.052275,0.30346999999999996
16,3,1,577,SS,1.0,25,0.005,0.2091,0.30373999999999995
16,3,1,577,SS,1.0,25,0.005,0.8364,0.30509
16,3,1,577,SS,1.0,25,0.04,0.052275,0.30369999999999997
16,3,1,577,SS,1.0,25,0.04,0.2091,0.30395
16,3,1,577,SS,1.0,25,0.04,0.8364,0.30522
16,3,1,577,TT,1.0,25,0.00125,0.052275,0.27411
16,3,1,577,TT,1.0,25,0.00125,0.2091,0.27423
16,3,1,577,TT,1.0,25,0.00125,0.8364,0.27543
16,3,1,577,TT,1.0,25,0.005,0.052275,0.27395
16,3,1,577,TT,1.0,25,0.005,0.2091,0.27429
16,3,1,577,TT,1.0,25,0.005,0.8364,0.27555999999999997
16,3,1,577,TT,1.0,25,0.04,0.052275,0.27455999999999997
16,3,1,577,TT,1.0,25,0.04,0.2091,0.27428
16,3,1,577,TT,1.0,25,0.04,0.8364,0.27565
32,3,2,701,FF,1.0,25,0.00125,0.052275,0.22893
32,3,2,701,FF,1.0,25,0.00125,0.2091,0.22913
32,3,2,701,FF,1.0,25,0.00125,0.8364,0.23035
32,3,2,701,FF,1.0,25,0.005,0.052275,0.22876
32,3,2,701,FF,1.0,25,0.005,0.2091,0.22889
32,3,2,701,FF,1.0,25,0.005,0.8364,0.23018
32,3,2,701,FF,1.0,25,0.04,0.052275,0.22888
32,3,2,701,FF,1.0,25,0.04,0.2091,0.22907
32,3,2,701,FF,1.0,25,0.04,0.8364,0.23024
32,3,2,701,SS,1.0,25,0.00125,0.052275,0.27804
32,3,2,701,SS,1.0,25,0.00125,0.2091,0.27853
32,3,2,701,SS,1.0,25,0.00125,0.8364,0.27971999999999997
32,3,2,701,SS,1.0,25,0.005,0.052275,0.27799
32,3,2,701,SS,1.0,25,0.005,0.2091,0.27854999999999996
32,3,2,701,SS,1.0,25,0.005,0.8364,0.27982
32,3,2,701,SS,1.0,25,0.04,0.052275,0.27827999999999997
32,3,2,701,SS,1.0,25,0.04,0.2091,0.27878
32,3,2,701,SS,1.0,25,0.04,0.8364,0.28027
32,3,2,701,TT,1.0,25,0.00125,0.052275,0.25155000000000005
32,3,2,701,TT,1.0,25,0.00125,0.2091,0.25172
32,3,2,701,TT,1.0,25,0.00125,0.8364,0.2531
32,3,2,701,TT,1.0,25,0.005,0.052275,0.25128
32,3,2,701,TT,1.0,25,0.005,0.2091,0.25178
32,3,2,701,TT,1.0,25,0.005,0.8364,0.25283
32,3,2,701,TT,1.0,25,0.04,0.052275,0.25175
32,3,2,701,TT,1.0,25,0.04,0.2091,0.25175
32,3,2,701,TT,1.0,25,0.04,0.8364,0.25299000000000005
16,1,1,512,FF,1.0,25,0.00125,0.052275,0.24119000000000002
16,1,1,512,FF,1.0,25,0.00125,0.2091,0.24160000000000004
16,1,1,512,FF,1.0,25,0.00125,0.8364,0.24266000000000001
16,1,1,512,FF,1.0,25,0.005,0.052275,0.24132
16,1,1,512,FF,1.0,25,0.005,0.2091,0.24153
16,1,1,512,FF,1.0,25,0.005,0.8364,0.24263
16,1,1,512,FF,1.0,25,0.04,0.052275,0.24134000000000003
16,1,1,512,FF,1.0,25,0.04,0.2091,0.24184000000000003
16,1,1,512,FF,1.0,25,0.04,0.8364,0.24273999999999998
16,1,1,512,SS,1.0,25,0.00125,0.052275,0.29352
16,1,1,512,SS,1.0,25,0.00125,0.2091,0.29379
16,1,1,512,SS,1.0,25,0.00125,0.8364,0.29528
16,1,1,512,SS,1.0,25,0.005,0.052275,0.29344000000000003
16,1,1,512,SS,1.0,25,0.005,0.2091,0.29385
16,1,1,512,SS,1.0,25,0.005,0.8364,0.29532
16,1,1,512,SS,1.0,25,0.04,0.052275,0.29348
16,1,1,512,SS,1.0,25,0.04,0.2091,0.29385
16,1,1,512,SS,1.0,25,0.04,0.8364,0.29524
16,1,1,512,TT,1.0,25,0.00125,0.052275,0.26513
16,1,1,512,TT,1.0,25,0.00125,0.2091,0.26541000000000003
16,1,1,512,TT,1.0,25,0.00125,0.8364,0.2666
16,1,1,512,TT,1.0,25,0.005,0.052275,0.26519
16,1,1,512,TT,1.0,25,0.005,0.2091,0.26541000000000003
16,1,1,512,TT,1.0,25,0.005,0.8364,0.26646
16,1,1,512,TT,1.0,25,0.04,0.052275,0.26518
16,1,1,512,TT,1.0,25,0.04,0.2091,0.26582
16,1,1,512,TT,1.0,25,0.04,0.8364,0.26681
