num_words,word_size,words_per_row,area,process,voltage,temperature,slew,load,rise_slew
64,2,4,66821,TT,3.6,25,0.4,2.45605,2.0575000000000006
64,2,4,66821,TT,3.6,25,0.4,9.8242,2.0712000000000006
64,2,4,66821,TT,3.6,25,0.4,39.2968,2.1244
16,1,1,44918,FF,5.0,25,0.0125,2.45605,1.7495000000000003
16,1,1,44918,FF,5.0,25,0.0125,9.8242,1.7561000000000002
16,1,1,44918,FF,5.0,25,0.0125,39.2968,1.7857
16,1,1,44918,FF,5.0,25,0.05,2.45605,1.7488
16,1,1,44918,FF,5.0,25,0.05,9.8242,1.7553
16,1,1,44918,FF,5.0,25,0.05,39.2968,1.7849000000000002
16,1,1,44918,FF,5.0,25,0.4,2.45605,1.7487
16,1,1,44918,FF,5.0,25,0.4,9.8242,1.7550000000000001
16,1,1,44918,FF,5.0,25,0.4,39.2968,1.7854000000000003
16,1,1,44918,SS,5.0,25,0.0125,2.45605,1.8221
16,1,1,44918,SS,5.0,25,0.0125,9.8242,1.8306
16,1,1,44918,SS,5.0,25,0.0125,39.2968,1.8645000000000003
16,1,1,44918,SS,5.0,25,0.05,2.45605,1.8229
16,1,1,44918,SS,5.0,25,0.05,9.8242,1.8298000000000003
16,1,1,44918,SS,5.0,25,0.05,39.2968,1.8645000000000003
16,1,1,44918,SS,5.0,25,0.4,2.45605,1.8223000000000003
16,1,1,44918,SS,5.0,25,0.4,9.8242,1.829
16,1,1,44918,SS,5.0,25,0.4,39.2968,1.8636000000000001
16,1,1,44918,TT,3.6,25,0.0125,2.45605,2.1882
16,1,1,44918,TT,3.6,25,0.0125,9.8242,2.199
16,1,1,44918,TT,3.6,25,0.0125,39.2968,2.2476
16,1,1,44918,TT,3.6,25,0.05,2.45605,2.1871
16,1,1,44918,TT,3.6,25,0.05,9.8242,2.198
16,1,1,44918,TT,3.6,25,0.05,39.2968,2.2471
16,1,1,44918,TT,3.6,25,0.4,2.45605,2.186
16,1,1,44918,TT,3.6,25,0.4,9.8242,2.1974000000000005
16,1,1,44918,TT,3.6,25,0.4,39.2968,2.2482
32,3,2,61533,FF,5.0,25,0.0125,2.45605,1.6930000000000003
32,3,2,61533,FF,5.0,25,0.0125,9.8242,1.7023
32,3,2,61533,FF,5.0,25,0.0125,39.2968,1.7384000000000002
32,3,2,61533,FF,5.0,25,0.05,2.45605,1.6936
32,3,2,61533,FF,5.0,25,0.05,9.8242,1.7029
32,3,2,61533,FF,5.0,25,0.05,39.2968,1.7383000000000002
32,3,2,61533,FF,5.0,25,0.4,2.45605,1.6926
32,3,2,61533,FF,5.0,25,0.4,9.8242,1.7030000000000003
32,3,2,61533,FF,5.0,25,0.4,39.2968,1.7383000000000002
32,3,2,61533,SS,5.0,25,0.0125,2.45605,1.7645
32,3,2,61533,SS,5.0,25,0.0125,9.8242,1.7747000000000002
32,3,2,61533,SS,5.0,25,0.0125,39.2968,1.815
32,3,2,61533,SS,5.0,25,0.05,2.45605,1.766
32,3,2,61533,SS,5.0,25,0.05,9.8242,1.7753000000000003
32,3,2,61533,SS,5.0,25,0.05,39.2968,1.8152000000000001
32,3,2,61533,SS,5.0,25,0.4,2.45605,1.7669
32,3,2,61533,SS,5.0,25,0.4,9.8242,1.777
32,3,2,61533,SS,5.0,25,0.4,39.2968,1.8152000000000001
32,3,2,61533,TT,3.6,25,0.0125,2.45605,2.1084000000000005
32,3,2,61533,TT,3.6,25,0.0125,9.8242,2.1226000000000003
32,3,2,61533,TT,3.6,25,0.0125,39.2968,2.1758
32,3,2,61533,TT,3.6,25,0.05,2.45605,2.1088
32,3,2,61533,TT,3.6,25,0.05,9.8242,2.1235
32,3,2,61533,TT,3.6,25,0.05,39.2968,2.1756
32,3,2,61533,TT,3.6,25,0.4,2.45605,2.1091000000000006
32,3,2,61533,TT,3.6,25,0.4,9.8242,2.1213000000000006
32,3,2,61533,TT,3.6,25,0.4,39.2968,2.1751
32,2,2,55960,FF,5.0,25,0.0125,2.45605,1.6751
32,2,2,55960,FF,5.0,25,0.0125,9.8242,1.6843000000000001
32,2,2,55960,FF,5.0,25,0.0125,39.2968,1.7199
32,2,2,55960,FF,5.0,25,0.05,2.45605,1.6754
32,2,2,55960,FF,5.0,25,0.05,9.8242,1.6838000000000002
32,2,2,55960,FF,5.0,25,0.05,39.2968,1.7202000000000002
32,2,2,55960,FF,5.0,25,0.4,2.45605,1.6771
32,2,2,55960,FF,5.0,25,0.4,9.8242,1.6857
32,2,2,55960,FF,5.0,25,0.4,39.2968,1.7212000000000003
32,2,2,55960,SS,5.0,25,0.0125,2.45605,1.7473
32,2,2,55960,SS,5.0,25,0.0125,9.8242,1.7574
32,2,2,55960,SS,5.0,25,0.0125,39.2968,1.7962
32,2,2,55960,SS,5.0,25,0.05,2.45605,1.7467
32,2,2,55960,SS,5.0,25,0.05,9.8242,1.7568
32,2,2,55960,SS,5.0,25,0.05,39.2968,1.7966000000000002
32,2,2,55960,SS,5.0,25,0.4,2.45605,1.7470000000000003
32,2,2,55960,SS,5.0,25,0.4,9.8242,1.7571000000000003
32,2,2,55960,SS,5.0,25,0.4,39.2968,1.7965000000000002
32,2,2,55960,TT,3.6,25,0.0125,2.45605,2.0848
32,2,2,55960,TT,3.6,25,0.0125,9.8242,2.0981
32,2,2,55960,TT,3.6,25,0.0125,39.2968,2.1533
32,2,2,55960,TT,3.6,25,0.05,2.45605,2.0851
32,2,2,55960,TT,3.6,25,0.05,9.8242,2.0985
32,2,2,55960,TT,3.6,25,0.05,39.2968,2.1534
32,2,2,55960,TT,3.6,25,0.4,2.45605,2.087
32,2,2,55960,TT,3.6,25,0.4,9.8242,2.1005
32,2,2,55960,TT,3.6,25,0.4,39.2968,2.1537
16,3,1,49288,FF,5.0,25,0.0125,2.45605,1.7972
16,3,1,49288,FF,5.0,25,0.0125,9.8242,1.8042
16,3,1,49288,FF,5.0,25,0.0125,39.2968,1.8323000000000003
16,3,1,49288,FF,5.0,25,0.05,2.45605,1.7976000000000003
16,3,1,49288,FF,5.0,25,0.05,9.8242,1.8042
16,3,1,49288,FF,5.0,25,0.05,39.2968,1.8332
16,3,1,49288,FF,5.0,25,0.4,2.45605,1.7986000000000002
16,3,1,49288,FF,5.0,25,0.4,9.8242,1.8053
16,3,1,49288,FF,5.0,25,0.4,39.2968,1.8329000000000002
16,3,1,49288,SS,5.0,25,0.0125,2.45605,1.8728
16,3,1,49288,SS,5.0,25,0.0125,9.8242,1.8801
16,3,1,49288,SS,5.0,25,0.0125,39.2968,1.9131
16,3,1,49288,SS,5.0,25,0.05,2.45605,1.873
16,3,1,49288,SS,5.0,25,0.05,9.8242,1.8798000000000001
16,3,1,49288,SS,5.0,25,0.05,39.2968,1.9137000000000002
16,3,1,49288,SS,5.0,25,0.4,2.45605,1.8741000000000003
16,3,1,49288,SS,5.0,25,0.4,9.8242,1.882
16,3,1,49288,SS,5.0,25,0.4,39.2968,1.9137000000000002
16,3,1,49288,TT,3.6,25,0.0125,2.45605,2.2478000000000002
16,3,1,49288,TT,3.6,25,0.0125,9.8242,2.2586
16,3,1,49288,TT,3.6,25,0.0125,39.2968,2.3049000000000004
16,3,1,49288,TT,3.6,25,0.05,2.45605,2.2489
16,3,1,49288,TT,3.6,25,0.05,9.8242,2.2599
16,3,1,49288,TT,3.6,25,0.05,39.2968,2.3051000000000004
16,3,1,49288,TT,3.6,25,0.4,2.45605,2.2488
16,3,1,49288,TT,3.6,25,0.4,9.8242,2.2592000000000003
16,3,1,49288,TT,3.6,25,0.4,39.2968,2.3051000000000004
64,1,4,56307,FF,5.0,25,0.0125,2.45605,1.6302000000000003
64,1,4,56307,FF,5.0,25,0.0125,9.8242,1.6383000000000003
64,1,4,56307,FF,5.0,25,0.0125,39.2968,1.6746
64,1,4,56307,FF,5.0,25,0.05,2.45605,1.6295
64,1,4,56307,FF,5.0,25,0.05,9.8242,1.6381
64,1,4,56307,FF,5.0,25,0.05,39.2968,1.6744
64,1,4,56307,FF,5.0,25,0.4,2.45605,1.6302000000000003
64,1,4,56307,FF,5.0,25,0.4,9.8242,1.6389000000000002
64,1,4,56307,FF,5.0,25,0.4,39.2968,1.674
64,1,4,56307,SS,5.0,25,0.0125,2.45605,1.7001
64,1,4,56307,SS,5.0,25,0.0125,9.8242,1.7103
64,1,4,56307,SS,5.0,25,0.0125,39.2968,1.7491000000000003
64,1,4,56307,SS,5.0,25,0.05,2.45605,1.7005000000000001
64,1,4,56307,SS,5.0,25,0.05,9.8242,1.7093
64,1,4,56307,SS,5.0,25,0.05,39.2968,1.7491000000000003
64,1,4,56307,SS,5.0,25,0.4,2.45605,1.6997
64,1,4,56307,SS,5.0,25,0.4,9.8242,1.7094
64,1,4,56307,SS,5.0,25,0.4,39.2968,1.7490000000000003
64,1,4,56307,TT,3.6,25,0.0125,2.45605,2.0304
64,1,4,56307,TT,3.6,25,0.0125,9.8242,2.0431
64,1,4,56307,TT,3.6,25,0.0125,39.2968,2.0968
64,1,4,56307,TT,3.6,25,0.05,2.45605,2.0301000000000005
64,1,4,56307,TT,3.6,25,0.05,9.8242,2.0428000000000006
64,1,4,56307,TT,3.6,25,0.05,39.2968,2.0958
64,1,4,56307,TT,3.6,25,0.4,2.45605,2.0293000000000005
64,1,4,56307,TT,3.6,25,0.4,9.8242,2.0441
64,1,4,56307,TT,3.6,25,0.4,39.2968,2.0968
32,1,2,50620,FF,5.0,25,0.0125,2.45605,1.6570000000000003
32,1,2,50620,FF,5.0,25,0.0125,9.8242,1.6657000000000002
32,1,2,50620,FF,5.0,25,0.0125,39.2968,1.7021000000000002
32,1,2,50620,FF,5.0,25,0.05,2.45605,1.6565000000000003
32,1,2,50620,FF,5.0,25,0.05,9.8242,1.6653
32,1,2,50620,FF,5.0,25,0.05,39.2968,1.7012
32,1,2,50620,FF,5.0,25,0.4,2.45605,1.6566000000000003
32,1,2,50620,FF,5.0,25,0.4,9.8242,1.6649
32,1,2,50620,FF,5.0,25,0.4,39.2968,1.7007
32,1,2,50620,SS,5.0,25,0.0125,2.45605,1.7273000000000003
32,1,2,50620,SS,5.0,25,0.0125,9.8242,1.7378000000000002
32,1,2,50620,SS,5.0,25,0.0125,39.2968,1.7765
32,1,2,50620,SS,5.0,25,0.05,2.45605,1.7264
32,1,2,50620,SS,5.0,25,0.05,9.8242,1.7376
32,1,2,50620,SS,5.0,25,0.05,39.2968,1.7772000000000001
32,1,2,50620,SS,5.0,25,0.4,2.45605,1.7272000000000003
32,1,2,50620,SS,5.0,25,0.4,9.8242,1.7377
32,1,2,50620,SS,5.0,25,0.4,39.2968,1.7766
32,1,2,50620,TT,3.6,25,0.0125,2.45605,2.0632
32,1,2,50620,TT,3.6,25,0.0125,9.8242,2.0767000000000007
32,1,2,50620,TT,3.6,25,0.0125,39.2968,2.1305
32,1,2,50620,TT,3.6,25,0.05,2.45605,2.0621
32,1,2,50620,TT,3.6,25,0.05,9.8242,2.0756
32,1,2,50620,TT,3.6,25,0.05,39.2968,2.1304
32,1,2,50620,TT,3.6,25,0.4,2.45605,2.0626
32,1,2,50620,TT,3.6,25,0.4,9.8242,2.0747000000000004
32,1,2,50620,TT,3.6,25,0.4,39.2968,2.129
16,4,1,51796,FF,5.0,25,0.0125,2.45605,1.8218000000000003
16,4,1,51796,FF,5.0,25,0.0125,9.8242,1.8282000000000003
16,4,1,51796,FF,5.0,25,0.0125,39.2968,1.8565000000000003
16,4,1,51796,FF,5.0,25,0.05,2.45605,1.8219
16,4,1,51796,FF,5.0,25,0.05,9.8242,1.829
16,4,1,51796,FF,5.0,25,0.05,39.2968,1.8567000000000002
16,4,1,51796,FF,5.0,25,0.4,2.45605,1.8197000000000003
16,4,1,51796,FF,5.0,25,0.4,9.8242,1.827
16,4,1,51796,FF,5.0,25,0.4,39.2968,1.8559
16,4,1,51796,SS,5.0,25,0.0125,2.45605,1.8981
16,4,1,51796,SS,5.0,25,0.0125,9.8242,1.9056000000000002
16,4,1,51796,SS,5.0,25,0.0125,39.2968,1.9388000000000003
16,4,1,51796,SS,5.0,25,0.05,2.45605,1.8991000000000002
16,4,1,51796,SS,5.0,25,0.05,9.8242,1.9061
16,4,1,51796,SS,5.0,25,0.05,39.2968,1.9387000000000003
16,4,1,51796,SS,5.0,25,0.4,2.45605,1.8991000000000002
16,4,1,51796,SS,5.0,25,0.4,9.8242,1.9077
16,4,1,51796,SS,5.0,25,0.4,39.2968,1.9395000000000002
16,4,1,51796,TT,5.0,25,0.0125,2.45605,1.8666000000000003
16,4,1,51796,TT,5.0,25,0.0125,9.8242,1.873
16,4,1,51796,TT,5.0,25,0.0125,39.2968,1.9037
16,4,1,51796,TT,5.0,25,0.05,2.45605,1.8657
16,4,1,51796,TT,5.0,25,0.05,9.8242,1.8727
16,4,1,51796,TT,5.0,25,0.05,39.2968,1.9036
16,4,1,51796,TT,5.0,25,0.4,2.45605,1.8673
16,4,1,51796,TT,5.0,25,0.4,9.8242,1.8746
16,4,1,51796,TT,5.0,25,0.4,39.2968,1.9043
