num_words,word_size,words_per_row,area,process,voltage,temperature,slew,load,read1_power
16,1,1,44918,SS,5.0,25,0.4,9.8242,14.689155555555557
16,1,1,44918,SS,5.0,25,0.4,39.2968,14.689155555555557
16,1,1,44918,TT,3.6,25,0.0125,2.45605,5.536955555555556
16,1,1,44918,TT,3.6,25,0.0125,9.8242,5.536955555555556
16,1,1,44918,TT,3.6,25,0.0125,39.2968,5.536955555555556
16,1,1,44918,TT,3.6,25,0.05,2.45605,5.536955555555556
16,1,1,44918,TT,3.6,25,0.05,9.8242,5.536955555555556
16,1,1,44918,TT,3.6,25,0.05,39.2968,5.536955555555556
16,1,1,44918,TT,3.6,25,0.4,2.45605,5.536955555555556
16,1,1,44918,TT,3.6,25,0.4,9.8242,5.536955555555556
16,1,1,44918,TT,3.6,25,0.4,39.2968,5.536955555555556
32,3,2,61533,FF,5.0,25,0.0125,2.45605,19.72533333333333
32,3,2,61533,FF,5.0,25,0.0125,9.8242,19.72533333333333
32,3,2,61533,FF,5.0,25,0.0125,39.2968,19.72533333333333
32,3,2,61533,FF,5.0,25,0.05,2.45605,19.72533333333333
32,3,2,61533,FF,5.0,25,0.05,9.8242,19.72533333333333
32,3,2,61533,FF,5.0,25,0.05,39.2968,19.72533333333333
32,3,2,61533,FF,5.0,25,0.4,2.45605,19.72533333333333
32,3,2,61533,FF,5.0,25,0.4,9.8242,19.72533333333333
32,3,2,61533,FF,5.0,25,0.4,39.2968,19.72533333333333
32,3,2,61533,SS,5.0,25,0.0125,2.45605,17.891011111111112
32,3,2,61533,SS,5.0,25,0.0125,9.8242,17.891011111111112
32,3,2,61533,SS,5.0,25,0.0125,39.2968,17.891011111111112
32,3,2,61533,SS,5.0,25,0.05,2.45605,17.891011111111112
32,3,2,61533,SS,5.0,25,0.05,9.8242,17.891011111111112
32,3,2,61533,SS,5.0,25,0.05,39.2968,17.891011111111112
32,3,2,61533,SS,5.0,25,0.4,2.45605,17.891011111111112
32,3,2,61533,SS,5.0,25,0.4,9.8242,17.891011111111112
32,3,2,61533,SS,5.0,25,0.4,39.2968,17.891011111111112
32,3,2,61533,TT,3.6,25,0.0125,2.45605,6.928544444444444
32,3,2,61533,TT,3.6,25,0.0125,9.8242,6.928544444444444
32,3,2,61533,TT,3.6,25,0.0125,39.2968,6.928544444444444
32,3,2,61533,TT,3.6,25,0.05,2.45605,6.928544444444444
32,3,2,61533,TT,3.6,25,0.05,9.8242,6.928544444444444
32,3,2,61533,TT,3.6,25,0.05,39.2968,6.928544444444444
32,3,2,61533,TT,3.6,25,0.4,2.45605,6.928544444444444
32,3,2,61533,TT,3.6,25,0.4,9.8242,6.928544444444444
32,3,2,61533,TT,3.6,25,0.4,39.2968,6.928544444444444
32,2,2,55960,FF,5.0,25,0.0125,2.45605,18.03156666666667
32,2,2,55960,FF,5.0,25,0.0125,9.8242,18.03156666666667
32,2,2,55960,FF,5.0,25,0.0125,39.2968,18.03156666666667
32,2,2,55960,FF,5.0,25,0.05,2.45605,18.03156666666667
32,2,2,55960,FF,5.0,25,0.05,9.8242,18.03156666666667
32,2,2,55960,FF,5.0,25,0.05,39.2968,18.03156666666667
32,2,2,55960,FF,5.0,25,0.4,2.45605,18.03156666666667
32,2,2,55960,FF,5.0,25,0.4,9.8242,18.03156666666667
32,2,2,55960,FF,5.0,25,0.4,39.2968,18.03156666666667
32,2,2,55960,SS,5.0,25,0.0125,2.45605,16.29516666666667
32,2,2,55960,SS,5.0,25,0.0125,9.8242,16.29516666666667
32,2,2,55960,SS,5.0,25,0.0125,39.2968,16.29516666666667
32,2,2,55960,SS,5.0,25,0.05,2.45605,16.29516666666667
32,2,2,55960,SS,5.0,25,0.05,9.8242,16.29516666666667
32,2,2,55960,SS,5.0,25,0.05,39.2968,16.29516666666667
32,2,2,55960,SS,5.0,25,0.4,2.45605,16.29516666666667
32,2,2,55960,SS,5.0,25,0.4,9.8242,16.29516666666667
32,2,2,55960,SS,5.0,25,0.4,39.2968,16.29516666666667
32,2,2,55960,TT,3.6,25,0.0125,2.45605,6.273288888888889
32,2,2,55960,TT,3.6,25,0.0125,9.8242,6.273288888888889
32,2,2,55960,TT,3.6,25,0.0125,39.2968,6.273288888888889
32,2,2,55960,TT,3.6,25,0.05,2.45605,6.273288888888889
32,2,2,55960,TT,3.6,25,0.05,9.8242,6.273288888888889
32,2,2,55960,TT,3.6,25,0.05,39.2968,6.273288888888889
32,2,2,55960,TT,3.6,25,0.4,2.45605,6.273288888888889
32,2,2,55960,TT,3.6,25,0.4,9.8242,6.273288888888889
32,2,2,55960,TT,3.6,25,0.4,39.2968,6.273288888888889
16,3,1,49288,FF,5.0,25,0.0125,2.45605,17.8174
16,3,1,49288,FF,5.0,25,0.0125,9.8242,17.8174
16,3,1,49288,FF,5.0,25,0.0125,39.2968,17.8174
16,3,1,49288,FF,5.0,25,0.05,2.45605,17.8174
16,3,1,49288,FF,5.0,25,0.05,9.8242,17.8174
16,3,1,49288,FF,5.0,25,0.05,39.2968,17.8174
16,3,1,49288,FF,5.0,25,0.4,2.45605,17.8174
16,3,1,49288,FF,5.0,25,0.4,9.8242,17.8174
16,3,1,49288,FF,5.0,25,0.4,39.2968,17.8174
16,3,1,49288,SS,5.0,25,0.0125,2.45605,16.06187777777778
16,3,1,49288,SS,5.0,25,0.0125,9.8242,16.06187777777778
16,3,1,49288,SS,5.0,25,0.0125,39.2968,16.06187777777778
16,3,1,49288,SS,5.0,25,0.05,2.45605,16.06187777777778
16,3,1,49288,SS,5.0,25,0.05,9.8242,16.06187777777778
16,3,1,49288,SS,5.0,25,0.05,39.2968,16.06187777777778
16,3,1,49288,SS,5.0,25,0.4,2.45605,16.06187777777778
16,3,1,49288,SS,5.0,25,0.4,9.8242,16.06187777777778
16,3,1,49288,SS,5.0,25,0.4,39.2968,16.06187777777778
16,3,1,49288,TT,3.6,25,0.0125,2.45605,6.1565666666666665
16,3,1,49288,TT,3.6,25,0.0125,9.8242,6.1565666666666665
16,3,1,49288,TT,3.6,25,0.0125,39.2968,6.1565666666666665
16,3,1,49288,TT,3.6,25,0.05,2.45605,6.1565666666666665
16,3,1,49288,TT,3.6,25,0.05,9.8242,6.1565666666666665
16,3,1,49288,TT,3.6,25,0.05,39.2968,6.1565666666666665
16,3,1,49288,TT,3.6,25,0.4,2.45605,6.1565666666666665
16,3,1,49288,TT,3.6,25,0.4,9.8242,6.1565666666666665
16,3,1,49288,TT,3.6,25,0.4,39.2968,6.1565666666666665
64,1,4,56307,FF,5.0,25,0.0125,2.45605,17.734988888888886
64,1,4,56307,FF,5.0,25,0.0125,9.8242,17.734988888888886
64,1,4,56307,FF,5.0,25,0.0125,39.2968,17.734988888888886
64,1,4,56307,FF,5.0,25,0.05,2.45605,17.734988888888886
64,1,4,56307,FF,5.0,25,0.05,9.8242,17.734988888888886
64,1,4,56307,FF,5.0,25,0.05,39.2968,17.734988888888886
64,1,4,56307,FF,5.0,25,0.4,2.45605,17.734988888888886
64,1,4,56307,FF,5.0,25,0.4,9.8242,17.734988888888886
64,1,4,56307,FF,5.0,25,0.4,39.2968,17.734988888888886
64,1,4,56307,SS,5.0,25,0.0125,2.45605,16.84127777777778
64,1,4,56307,SS,5.0,25,0.0125,9.8242,16.84127777777778
64,1,4,56307,SS,5.0,25,0.0125,39.2968,16.84127777777778
64,1,4,56307,SS,5.0,25,0.05,2.45605,16.84127777777778
64,1,4,56307,SS,5.0,25,0.05,9.8242,16.84127777777778
64,1,4,56307,SS,5.0,25,0.05,39.2968,16.84127777777778
64,1,4,56307,SS,5.0,25,0.4,2.45605,16.84127777777778
64,1,4,56307,SS,5.0,25,0.4,9.8242,16.84127777777778
64,1,4,56307,SS,5.0,25,0.4,39.2968,16.84127777777778
64,1,4,56307,TT,3.6,25,0.0125,2.45605,6.42288888888889
64,1,4,56307,TT,3.6,25,0.0125,9.8242,6.42288888888889
64,1,4,56307,TT,3.6,25,0.0125,39.2968,6.42288888888889
64,1,4,56307,TT,3.6,25,0.05,2.45605,6.42288888888889
64,1,4,56307,TT,3.6,25,0.05,9.8242,6.42288888888889
64,1,4,56307,TT,3.6,25,0.05,39.2968,6.42288888888889
64,1,4,56307,TT,3.6,25,0.4,2.45605,6.42288888888889
64,1,4,56307,TT,3.6,25,0.4,9.8242,6.42288888888889
64,1,4,56307,TT,3.6,25,0.4,39.2968,6.42288888888889
32,1,2,50620,FF,5.0,25,0.0125,2.45605,16.541811111111112
32,1,2,50620,FF,5.0,25,0.0125,9.8242,16.541811111111112
32,1,2,50620,FF,5.0,25,0.0125,39.2968,16.541811111111112
32,1,2,50620,FF,5.0,25,0.05,2.45605,16.541811111111112
32,1,2,50620,FF,5.0,25,0.05,9.8242,16.541811111111112
32,1,2,50620,FF,5.0,25,0.05,39.2968,16.541811111111112
32,1,2,50620,FF,5.0,25,0.4,2.45605,16.541811111111112
32,1,2,50620,FF,5.0,25,0.4,9.8242,16.541811111111112
32,1,2,50620,FF,5.0,25,0.4,39.2968,16.541811111111112
32,1,2,50620,SS,5.0,25,0.0125,2.45605,15.645522222222224
32,1,2,50620,SS,5.0,25,0.0125,9.8242,15.645522222222224
32,1,2,50620,SS,5.0,25,0.0125,39.2968,15.645522222222224
32,1,2,50620,SS,5.0,25,0.05,2.45605,15.645522222222224
32,1,2,50620,SS,5.0,25,0.05,9.8242,15.645522222222224
32,1,2,50620,SS,5.0,25,0.05,39.2968,15.645522222222224
32,1,2,50620,SS,5.0,25,0.4,2.45605,15.645522222222224
32,1,2,50620,SS,5.0,25,0.4,9.8242,15.645522222222224
32,1,2,50620,SS,5.0,25,0.4,39.2968,15.645522222222224
32,1,2,50620,TT,3.6,25,0.0125,2.45605,5.9442666666666675
32,1,2,50620,TT,3.6,25,0.0125,9.8242,5.9442666666666675
32,1,2,50620,TT,3.6,25,0.0125,39.2968,5.9442666666666675
32,1,2,50620,TT,3.6,25,0.05,2.45605,5.9442666666666675
32,1,2,50620,TT,3.6,25,0.05,9.8242,5.9442666666666675
32,1,2,50620,TT,3.6,25,0.05,39.2968,5.9442666666666675
32,1,2,50620,TT,3.6,25,0.4,2.45605,5.9442666666666675
32,1,2,50620,TT,3.6,25,0.4,9.8242,5.9442666666666675
32,1,2,50620,TT,3.6,25,0.4,39.2968,5.9442666666666675
16,4,1,51796,FF,5.0,25,0.0125,2.45605,18.936366666666668
16,4,1,51796,FF,5.0,25,0.0125,9.8242,18.936366666666668
16,4,1,51796,FF,5.0,25,0.0125,39.2968,18.936366666666668
16,4,1,51796,FF,5.0,25,0.05,2.45605,18.936366666666668
16,4,1,51796,FF,5.0,25,0.05,9.8242,18.936366666666668
16,4,1,51796,FF,5.0,25,0.05,39.2968,18.936366666666668
16,4,1,51796,FF,5.0,25,0.4,2.45605,18.936366666666668
16,4,1,51796,FF,5.0,25,0.4,9.8242,18.936366666666668
16,4,1,51796,FF,5.0,25,0.4,39.2968,18.936366666666668
16,4,1,51796,SS,5.0,25,0.0125,2.45605,17.10342222222222
16,4,1,51796,SS,5.0,25,0.0125,9.8242,17.10342222222222
16,4,1,51796,SS,5.0,25,0.0125,39.2968,17.10342222222222
16,4,1,51796,SS,5.0,25,0.05,2.45605,17.10342222222222
16,4,1,51796,SS,5.0,25,0.05,9.8242,17.10342222222222
16,4,1,51796,SS,5.0,25,0.05,39.2968,17.10342222222222
16,4,1,51796,SS,5.0,25,0.4,2.45605,17.10342222222222
16,4,1,51796,SS,5.0,25,0.4,9.8242,17.10342222222222
16,4,1,51796,SS,5.0,25,0.4,39.2968,17.10342222222222
16,4,1,51796,TT,5.0,25,0.0125,2.45605,17.458644444444445
16,4,1,51796,TT,5.0,25,0.0125,9.8242,17.458644444444445
16,4,1,51796,TT,5.0,25,0.0125,39.2968,17.458644444444445
16,4,1,51796,TT,5.0,25,0.05,2.45605,17.458644444444445
16,4,1,51796,TT,5.0,25,0.05,9.8242,17.458644444444445
16,4,1,51796,TT,5.0,25,0.05,39.2968,17.458644444444445
16,4,1,51796,TT,5.0,25,0.4,2.45605,17.458644444444445
16,4,1,51796,TT,5.0,25,0.4,9.8242,17.458644444444445
16,4,1,51796,TT,5.0,25,0.4,39.2968,17.458644444444445
