num_words,word_size,words_per_row,area,process,voltage,temperature,slew,load,rise_delay
32,2,2,55960,SS,5.0,25,0.05,9.8242,1.8201
32,2,2,55960,SS,5.0,25,0.05,39.2968,1.9870000000000003
32,2,2,55960,SS,5.0,25,0.4,2.45605,1.8341
32,2,2,55960,SS,5.0,25,0.4,9.8242,1.8781000000000003
32,2,2,55960,SS,5.0,25,0.4,39.2968,2.0451
32,2,2,55960,TT,3.6,25,0.0125,2.45605,2.1025
32,2,2,55960,TT,3.6,25,0.0125,9.8242,2.1574
32,2,2,55960,TT,3.6,25,0.0125,39.2968,2.366
32,2,2,55960,TT,3.6,25,0.05,2.45605,2.1063
32,2,2,55960,TT,3.6,25,0.05,9.8242,2.1612
32,2,2,55960,TT,3.6,25,0.05,39.2968,2.3698
32,2,2,55960,TT,3.6,25,0.4,2.45605,2.1703
32,2,2,55960,TT,3.6,25,0.4,9.8242,2.2248000000000006
32,2,2,55960,TT,3.6,25,0.4,39.2968,2.4334
16,3,1,49288,FF,5.0,25,0.0125,2.45605,1.5062
16,3,1,49288,FF,5.0,25,0.0125,9.8242,1.5456
16,3,1,49288,FF,5.0,25,0.0125,39.2968,1.6936
16,3,1,49288,FF,5.0,25,0.05,2.45605,1.5117
16,3,1,49288,FF,5.0,25,0.05,9.8242,1.5506
16,3,1,49288,FF,5.0,25,0.05,39.2968,1.6983
16,3,1,49288,FF,5.0,25,0.4,2.45605,1.5674
16,3,1,49288,FF,5.0,25,0.4,9.8242,1.6067
16,3,1,49288,FF,5.0,25,0.4,39.2968,1.7538
16,3,1,49288,SS,5.0,25,0.0125,2.45605,1.5613
16,3,1,49288,SS,5.0,25,0.0125,9.8242,1.6019000000000003
16,3,1,49288,SS,5.0,25,0.0125,39.2968,1.7544
16,3,1,49288,SS,5.0,25,0.05,2.45605,1.5662000000000003
16,3,1,49288,SS,5.0,25,0.05,9.8242,1.6061000000000003
16,3,1,49288,SS,5.0,25,0.05,39.2968,1.7587000000000002
16,3,1,49288,SS,5.0,25,0.4,2.45605,1.6242000000000003
16,3,1,49288,SS,5.0,25,0.4,9.8242,1.6645
16,3,1,49288,SS,5.0,25,0.4,39.2968,1.817
16,3,1,49288,TT,3.6,25,0.0125,2.45605,1.8522000000000003
16,3,1,49288,TT,3.6,25,0.0125,9.8242,1.9004
16,3,1,49288,TT,3.6,25,0.0125,39.2968,2.0833
16,3,1,49288,TT,3.6,25,0.05,2.45605,1.8586000000000003
16,3,1,49288,TT,3.6,25,0.05,9.8242,1.9065000000000003
16,3,1,49288,TT,3.6,25,0.05,39.2968,2.0888
16,3,1,49288,TT,3.6,25,0.4,2.45605,1.9209000000000003
16,3,1,49288,TT,3.6,25,0.4,9.8242,1.9689
16,3,1,49288,TT,3.6,25,0.4,39.2968,2.1510000000000002
64,1,4,56307,FF,5.0,25,0.0125,2.45605,1.7980000000000003
64,1,4,56307,FF,5.0,25,0.0125,9.8242,1.8410000000000002
64,1,4,56307,FF,5.0,25,0.0125,39.2968,2.0055
64,1,4,56307,FF,5.0,25,0.05,2.45605,1.8018
64,1,4,56307,FF,5.0,25,0.05,9.8242,1.8449000000000002
64,1,4,56307,FF,5.0,25,0.05,39.2968,2.0094000000000003
64,1,4,56307,FF,5.0,25,0.4,2.45605,1.8579
64,1,4,56307,FF,5.0,25,0.4,9.8242,1.9013
64,1,4,56307,FF,5.0,25,0.4,39.2968,2.0651
64,1,4,56307,SS,5.0,25,0.0125,2.45605,1.8547000000000002
64,1,4,56307,SS,5.0,25,0.0125,9.8242,1.8986
64,1,4,56307,SS,5.0,25,0.0125,39.2968,2.0683
64,1,4,56307,SS,5.0,25,0.05,2.45605,1.8586000000000003
64,1,4,56307,SS,5.0,25,0.05,9.8242,1.9023000000000003
64,1,4,56307,SS,5.0,25,0.05,39.2968,2.0722000000000005
64,1,4,56307,SS,5.0,25,0.4,2.45605,1.9177000000000002
64,1,4,56307,SS,5.0,25,0.4,9.8242,1.9612000000000003
64,1,4,56307,SS,5.0,25,0.4,39.2968,2.1309
64,1,4,56307,TT,3.6,25,0.0125,2.45605,2.2058
64,1,4,56307,TT,3.6,25,0.0125,9.8242,2.2605000000000004
64,1,4,56307,TT,3.6,25,0.0125,39.2968,2.4711
64,1,4,56307,TT,3.6,25,0.05,2.45605,2.2114000000000003
64,1,4,56307,TT,3.6,25,0.05,9.8242,2.2665
64,1,4,56307,TT,3.6,25,0.05,39.2968,2.4763
64,1,4,56307,TT,3.6,25,0.4,2.45605,2.275
64,1,4,56307,TT,3.6,25,0.4,9.8242,2.3298000000000005
64,1,4,56307,TT,3.6,25,0.4,39.2968,2.5404
32,1,2,50620,FF,5.0,25,0.0125,2.45605,1.6865
32,1,2,50620,FF,5.0,25,0.0125,9.8242,1.7291
32,1,2,50620,FF,5.0,25,0.0125,39.2968,1.8895000000000002
32,1,2,50620,FF,5.0,25,0.05,2.45605,1.6914000000000002
32,1,2,50620,FF,5.0,25,0.05,9.8242,1.7333000000000003
32,1,2,50620,FF,5.0,25,0.05,39.2968,1.8939
32,1,2,50620,FF,5.0,25,0.4,2.45605,1.7472
32,1,2,50620,FF,5.0,25,0.4,9.8242,1.7880000000000003
32,1,2,50620,FF,5.0,25,0.4,39.2968,1.9504000000000001
32,1,2,50620,SS,5.0,25,0.0125,2.45605,1.7409000000000001
32,1,2,50620,SS,5.0,25,0.0125,9.8242,1.7842
32,1,2,50620,SS,5.0,25,0.0125,39.2968,1.9504000000000001
32,1,2,50620,SS,5.0,25,0.05,2.45605,1.7450000000000003
32,1,2,50620,SS,5.0,25,0.05,9.8242,1.7885000000000002
32,1,2,50620,SS,5.0,25,0.05,39.2968,1.9549000000000003
32,1,2,50620,SS,5.0,25,0.4,2.45605,1.8043
32,1,2,50620,SS,5.0,25,0.4,9.8242,1.8470000000000002
32,1,2,50620,SS,5.0,25,0.4,39.2968,2.0142
32,1,2,50620,TT,3.6,25,0.0125,2.45605,2.0660000000000003
32,1,2,50620,TT,3.6,25,0.0125,9.8242,2.1195
32,1,2,50620,TT,3.6,25,0.0125,39.2968,2.3282
32,1,2,50620,TT,3.6,25,0.05,2.45605,2.0698
32,1,2,50620,TT,3.6,25,0.05,9.8242,2.1242
32,1,2,50620,TT,3.6,25,0.05,39.2968,2.3331
32,1,2,50620,TT,3.6,25,0.4,2.45605,2.1344
32,1,2,50620,TT,3.6,25,0.4,9.8242,2.1888
32,1,2,50620,TT,3.6,25,0.4,39.2968,2.3966000000000003
